,date,Zipcode,LAT,LNG,transaction_size,job_class,clusterName,logSumDollars,predicted,diff,Rank,logDollars
6789547,2016-04-26,21228,39.272857,-76.747741,<= $100,Not Listed,"Families, Low Density",13.0987098248,12.1624881597,-296841.666389,1436.0,4.38202663467
10918894,2015-09-22,80521,40.594597,-105.127416,<= $100,Not Listed,"Families, Low Density",13.2099126097,11.8165559153,-410271.169059,1096.0,3.91202300543
3753399,2015-09-22,20832,39.150347,-77.07824,<= $1000,medical,"Homeowners, Families",12.446961808,11.7063683031,-133133.997678,2657.0,6.90775527898
4900806,2016-08-19,55449,45.17658,-93.181858,<= $1000,Not Listed,"Suburban, White, Wealthy",11.8654538237,11.2383643287,-66275.4454972,4045.0,4.91265488574
9301875,2016-06-14,30907,33.523809,-82.085688,<= $20,medical,"White, Middle income Single Family",13.0054474657,12.1271361993,-260010.269485,1599.0,2.30258509299
13077749,2015-11-30,11772,40.76178,-72.987407,<= $20,Not Listed,"Homeowners, Families",11.564150757,10.8915520395,-51535.388186,4628.0,2.30258509299
8211775,2016-02-05,43015,40.297786,-83.060181,<= $100,retired,"White, Middle income Single Family",14.0516635188,11.9573629102,-1110406.74185,432.0,3.21887582487
9802697,2015-06-30,23219,37.539769,-77.435528,<= $1000,Not Listed,"Low Income, African American",14.0879066427,10.6640821377,-1270316.04028,383.0,5.8805329864
16390489,2016-02-22,54982,44.072748,-89.290882,<= $1000,Not Listed,"White, Middle income Single Family",10.6815272001,9.45920577185,-30718.3061256,5889.0,5.29831736655
2610125,2016-04-09,02445,42.325483,-71.135045,<= $1000,retired,Wealthy Urbanites (Renters),15.4933877487,13.5221393936,-4608432.70474,105.0,5.52146091786
5186499,2016-09-26,91367,34.177311,-118.615704,<= $100,medical,"Homeowners, Families",13.9430766938,13.3398269924,-514599.897515,900.0,3.91202300543
10763506,2015-11-16,98801,47.423594,-120.336633,<= $100,retired,"White, Middle income Single Family",11.6674903447,11.9479691554,37788.0560587,22668.0,3.91202300543
7295107,2016-03-13,01915,42.570665,-70.867583,<= $20,Not Listed,"Suburban, White, Wealthy",13.0046895858,12.1183364346,-261292.50474,1591.0,2.7080502011
16024648,2015-11-30,66109,39.165351,-94.829341,<= $20,Not Listed,"White, Middle income Single Family",10.9857671866,11.0597501199,4532.66733798,17733.0,1.09861228867
7289401,2016-07-24,02476,42.415637,-71.17567,<= $100,Not Listed,"Families, Low Density",12.8828973361,12.3990667124,-150948.880523,2429.0,3.91202300543
10852698,2015-11-13,43616,41.658372,-83.408909,<= $20,Not Listed,"White, Middle income Single Family",11.4510926135,10.5501777374,-55819.7755262,4435.0,2.30258509299
1362676,2015-11-21,08540,40.36301,-74.655321,<= $20,Not Listed,"Homeowners, Families",16.3720664812,13.8049908914,-11901806.5284,33.0,2.99573227355
3450580,2016-07-20,76904,31.271515,-100.400625,<= $1000,retired,"White, Middle income Single Family",13.0885500977,11.5126340797,-383405.13428,1166.0,5.29831736655
10772629,2015-12-17,55432,45.096702,-93.253726,<= $100,business,"Families, Low Density",13.077265588,11.4060424873,-388088.917326,1148.0,3.91202300543
4967219,2016-09-22,90405,34.011312,-118.469762,<= $100,Not Listed,"Homeowners, Families",14.5452721737,13.622551116,-1250070.58585,388.0,4.09434456222
3748344,2016-06-14,92618,33.666942,-117.732094,<= $100,technology,"Homeowners, Families",13.7474565313,11.9855000361,-773798.120059,649.0,3.40119738166
6245977,2015-12-04,92691,33.611945,-117.665867,<= $100,Not Listed,"Homeowners, Families",12.233770494,12.6314349821,100411.94932,23765.0,3.91202300543
7556739,2016-09-26,27615,35.8985,-78.635485,<= $100,retired,"Families, Low Density",13.1263793028,13.1235219316,-1432.3871922,11922.0,4.31748811354
13127533,2016-04-18,05408,44.511852,-73.249611,<= $100,Not Listed,"Families, Low Density",11.5581282498,11.2852416151,-24986.4005624,6457.0,3.91202300543
3856205,2016-07-20,95864,38.584047,-121.375846,<= $100,Not Listed,"Suburban, White, Wealthy",13.9954810198,13.1658269746,-674971.013113,711.0,4.60517018599
476148,2015-11-12,92373,34.011953,-117.159699,<= $100,Not Listed,"Suburban, White, Wealthy",13.7838568229,12.3267309074,-743194.143183,670.0,3.91202300543
10792601,2016-04-20,44126,41.441758,-81.852995,<= $100,Not Listed,"White, Middle income Single Family",11.6605779342,11.5184999468,-15351.9951882,7729.0,4.60517018599
15718097,2016-02-29,84321,41.717722,-111.836493,<= $100,professor,"Families, Low Density",11.3044980975,12.0497097824,89863.7591646,23697.0,3.91202300543
7376231,2016-07-22,53705,43.074014,-89.460509,<= $100,retired,"Families, Low Density",13.8002984381,13.5921015819,-185115.311584,2074.0,4.60517018599
2355058,2015-08-27,22202,38.856868,-77.051492,<= $20,Not Listed,Wealthy Urbanites (Renters),15.3291320425,12.9234426827,-4133346.55471,117.0,2.99573227355
9801335,2015-09-30,23219,37.539769,-77.435528,<= $100,business,"Low Income, African American",14.0879066427,10.6640821377,-1270316.04028,383.0,3.55534806149
6604350,2015-08-31,33626,28.067045,-82.620348,<= $20,Not Listed,"Suburban, White, Wealthy",13.0809662175,13.1752712101,47442.232826,23029.0,2.99573227355
10298288,2015-07-26,87111,35.143913,-106.48746,<= $20,retired,"Families, Low Density",13.211459746,12.698941707,-219191.767973,1828.0,1.60943791243
11917145,2015-03-06,75087,32.943901,-96.452875,<= $100,Not Listed,"Suburban, White, Wealthy",12.4640272015,11.4121496182,-168442.432489,2230.0,3.21887582487
12399648,2016-04-07,11217,40.682306,-73.978099,<= $100,Not Listed,Wealthy Urbanites (Renters),13.9417087533,13.4043120739,-471651.647708,980.0,3.295836866
6763289,2016-08-15,93101,34.418979,-119.709166,<= $20,Not Listed,"Homeowners, Families",13.4366162975,11.896966536,-537797.425885,874.0,2.7080502011
8012427,2016-03-28,31406,31.980523,-81.08519,<= $20,Not Listed,"Families, Low Density",12.1689676926,10.8769516347,-139773.032772,2578.0,2.48490664979
8700973,2016-03-13,80013,39.661404,-104.765658,<= $100,Not Listed,"Suburban, White, Wealthy",11.6832672163,11.460053081,-23720.8951269,6587.0,3.91202300543
12927043,2015-06-30,21144,39.120914,-76.677313,<= $1000,Not Listed,"Suburban, White, Wealthy",10.9372412689,11.4397830123,36714.841538,22608.0,5.61677109767
13480864,2016-01-07,28655,35.763266,-81.749862,<= $100,Not Listed,"White, Middle income Single Family",12.5507787478,10.9600486439,-224785.758582,1795.0,3.21887582487
14546841,2015-12-04,08536,40.33229,-74.581076,<= $100,creative,"Homeowners, Families",13.0465940259,12.7805738984,-108266.118182,3037.0,4.00733318523
1450117,2016-02-17,55407,44.935036,-93.253029,<= $20,Not Listed,"Families, Low Density",11.7518714968,11.7221453747,-3719.39449847,10775.0,2.7080502011
10120204,2016-05-10,35216,33.419246,-86.789433,<= $20,Not Listed,"Families, Low Density",13.4956826331,11.2751825706,-647433.46315,744.0,2.30258509299
2366201,2015-09-24,22202,38.856868,-77.051492,<= $20,Not Listed,Wealthy Urbanites (Renters),15.3291320425,12.9234426827,-4133346.55471,117.0,2.99573227355
9339821,2016-04-28,18353,40.89534,-75.357668,<= $100,medical,"White, Middle income Single Family",9.68109372011,8.88933902291,-8757.77727651,9025.0,3.295836866
7564981,2016-02-02,37067,35.91229,-86.780262,<= $1000,technology,"Suburban, White, Wealthy",13.134378901,11.7246152051,-382467.558252,1169.0,5.52146091786
12952698,2015-11-01,53186,43.022155,-88.204676,<= $20,retired,"Families, Low Density",12.8497433014,11.2420926202,-304416.601759,1408.0,2.7080502011
11408745,2016-09-09,21044,39.205869,-76.87911,<= $100,creative,"Homeowners, Families",13.2353509331,13.0747608391,-83052.6517331,3534.0,3.21887582487
12491996,2016-09-16,97005,45.490959,-122.803586,<= $20,Not Listed,"Families, Low Density",12.8670219947,11.4898414006,-289607.966572,1459.0,1.09861228867
15215724,2016-03-17,74112,36.147036,-95.902328,<= $5000,technology,"Families, Low Density",10.0899256248,11.0695696969,40088.8806451,22764.0,7.60090245954
5897026,2016-04-15,97338,44.926618,-123.347413,<= $1000,retired,"White, Middle income Single Family",11.3105889383,10.9068729231,-27132.0037188,6235.0,5.70378247466
6495144,2016-07-24,94553,37.993892,-122.136441,<= $100,Not Listed,"Homeowners, Families",12.5620638558,11.815045837,-150246.595292,2435.0,3.21887582487
526527,2015-09-24,79936,31.776593,-106.296976,<= $20,Not Listed,"Hispanic, non citizens, low income",11.4887659603,11.361281267,-11683.6035071,8384.0,2.7080502011
2661659,2016-04-15,10009,40.726399,-73.978631,<= $100,Not Listed,Wealthy Urbanites (Renters),13.9135116594,13.233847744,-543995.86666,861.0,3.295836866
9076298,2016-02-17,17036,40.268235,-76.712106,<= $1000,professor,"White, Middle income Single Family",12.2181790662,11.4342474787,-110002.247407,3012.0,5.52146091786
10294323,2016-06-15,27713,35.89504,-78.923747,<= $100,Not Listed,"Families, Low Density",13.6751064595,12.695578948,-542704.890338,867.0,3.40119738166
8625895,2016-04-28,85749,32.289584,-110.733528,<= $20,homemaker,"Suburban, White, Wealthy",12.6746064451,12.3443773301,-89864.9252077,3373.0,1.60943791243
127551,2016-05-29,77479,29.566996,-95.636016,<= $20,Not Listed,"Suburban, White, Wealthy",13.9843668638,13.5461295559,-420097.829022,1075.0,1.60943791243
11913191,2015-11-07,47006,39.291996,-85.215884,<= $100,Not Listed,"White, Middle income Single Family",12.6476510798,10.0493907755,-287890.315931,1467.0,3.21887582487
9437319,2016-03-13,29681,34.767679,-82.225003,<= $100,Not Listed,"Suburban, White, Wealthy",13.3105675974,12.4696567554,-343222.646675,1280.0,3.55534806149
10751625,2015-09-25,63021,38.56984,-90.545689,<= $100,Not Listed,"Suburban, White, Wealthy",12.4050792299,12.9442087826,174368.523289,24026.0,3.21887582487
2371779,2015-12-03,22202,38.856868,-77.051492,<= $20,Not Listed,Wealthy Urbanites (Renters),15.3291320425,12.9234426827,-4133346.55471,117.0,2.99573227355
8408307,2015-11-15,90068,34.129772,-118.330989,<= $100,medical,"Homeowners, Families",14.1984703097,12.9517278269,-1045054.60232,467.0,3.91202300543
11341960,2015-09-30,48363,42.772483,-83.162499,<= $100,Not Listed,"Suburban, White, Wealthy",11.564245759,12.0567895249,66999.044292,23430.0,3.21887582487
12480692,2015-08-07,89406,39.53771,-118.264165,<= $100,Not Listed,"Families, Low Density",12.1506762079,10.6514149103,-146969.66446,2472.0,3.21887582487
7972555,2015-10-22,34292,27.101944,-82.341525,<= $20,Not Listed,"White, Middle income Single Family",11.2760885865,11.6006307485,30254.6342606,22273.0,1.60943791243
4032882,2016-05-25,60637,41.781621,-87.599876,<= $100,Not Listed,"Low Income, African American",13.3890046363,12.1198186822,-469313.754887,984.0,4.60517018599
6204519,2016-03-09,98052,47.68099,-122.120531,<= $1000,technology,"Homeowners, Families",13.5481368672,13.5928222764,34977.2986881,22515.0,6.21460809842
5649690,2016-08-30,02043,42.216098,-70.88127,<= $20,Not Listed,"Homeowners, Families",14.8340957499,12.5837323775,-2477500.70945,202.0,1.60943791243
11816364,2016-02-26,97217,45.601815,-122.700798,<= $100,Not Listed,"Families, Low Density",12.4678983034,12.2007189886,-60927.8703305,4220.0,3.91202300543
3297113,2016-09-01,85006,33.465234,-112.048771,<= $100,Not Listed,"Hispanic, non citizens, low income",10.9868846754,10.6187399265,-18199.9470624,7285.0,3.21887582487
7525242,2015-11-30,45044,39.482404,-84.410243,<= $100,Not Listed,"White, Middle income Single Family",12.7934258832,10.8472693616,-308450.37782,1396.0,4.27666611902
8042385,2016-09-14,19803,39.800665,-75.542415,<= $1000,Not Listed,"Suburban, White, Wealthy",12.8540890831,12.9900466586,55682.7426653,23233.0,6.21460809842
3281897,2016-07-23,94610,37.811406,-122.242458,<= $20,creative,"Families, Low Density",13.8841266918,13.4146903592,-401254.524204,1121.0,1.60943791243
3302467,2015-10-16,75248,32.969699,-96.797334,<= $20,Not Listed,"Families, Low Density",14.9551534594,13.5304745745,-2373664.80531,206.0,2.30258509299
15444510,2015-08-31,85212,33.322324,-111.635342,<= $100,business,"White, Middle income Single Family",11.316764585,11.5805102389,24804.0957129,21891.0,4.34380542185
15991802,2016-05-31,08853,40.529933,-74.742314,<= $100,business,"Suburban, White, Wealthy",11.5508953962,10.1333177608,-78702.2734363,3647.0,4.11087386417
9921406,2016-06-30,23435,36.83842,-76.480264, > $5000,Not Listed,"Suburban, White, Wealthy",12.771244399,11.0007247605,-292032.448142,1453.0,8.59415423255
10380057,2015-12-01,23606,37.064408,-76.521638,<= $100,Not Listed,"Families, Low Density",11.9474573449,12.1445719868,33646.4652562,22456.0,4.60517018599
4851886,2016-04-06,23832,37.38785,-77.592108,<= $100,Not Listed,"White, Middle income Single Family",11.4902912325,11.6689068002,19118.4387389,21307.0,3.295836866
4194945,2016-09-02,37934,35.861344,-84.167752,<= $20,retired,"Suburban, White, Wealthy",12.8112843859,11.7223006086,-243037.257083,1695.0,1.38629436112
5147732,2016-06-14,80524,40.646857,-105.029513,<= $20,retired,"Families, Low Density",16.2149704243,11.43369496,-10924841.3047,40.0,2.30258509299
13014728,2015-12-28,07031,40.786256,-74.12622,<= $20,Not Listed,"Homeowners, Families",11.0176450525,10.2336398344,-33116.4007227,5695.0,0.69314718056
4104481,2015-12-15,30338,33.946218,-84.318119,<= $100,Not Listed,"Suburban, White, Wealthy",14.0059771867,12.3983771038,-967406.10475,505.0,3.21887582487
4241978,2016-04-22,74055,36.276705,-95.819071,<= $100,Not Listed,"Suburban, White, Wealthy",12.8282661048,11.9758115749,-213736.759967,1855.0,3.295836866
13806835,2016-06-04,88005,32.258348,-106.823126,<= $100,Not Listed,"Young Kids, Multi-racial, Low Density",11.5783479703,11.8105901853,27910.0187575,22113.0,4.31748811354
800126,2016-03-08,15237,40.549607,-80.043513,<= $100,business,"White, Middle income Single Family",12.710634694,12.22336987,-127762.462453,2742.0,3.21887582487
13904640,2016-09-24,10309,40.531346,-74.219857,<= $100,retired,"Homeowners, Families",11.7948132831,11.4330952818,-40235.6879604,5186.0,3.63758615973
9636861,2015-06-22,02920,41.767344,-71.465508,<= $20,Not Listed,"Families, Low Density",12.4695593567,11.5055396023,-161027.865419,2315.0,2.99573227355
7408894,2016-08-11,60660,41.99111,-87.663076,<= $100,professor,Wealthy Urbanites (Renters),13.4162248182,12.4666805508,-411255.252611,1093.0,3.21887582487
11660560,2015-06-14,37920,35.908752,-83.869153,<= $100,Not Listed,"White, Middle income Single Family",12.7802335669,11.7226095242,-231799.164763,1748.0,3.4657359028
9929546,2015-09-16,53211,43.082414,-87.881444,<= $20,retired,"White, Middle income Single Family",13.710386681,11.5842013779,-792825.251828,628.0,1.79175946923
7309307,2016-03-25,02109,42.367032,-71.050493,<= $100,Not Listed,Wealthy Urbanites (Renters),13.9172608647,10.2347498888,-1079252.49786,446.0,3.63758615973
4520631,2015-09-11,22042,38.865024,-77.197125,<= $100,Not Listed,"Homeowners, Families",15.7270667377,13.0868879913,-6281032.75501,77.0,3.21887582487
13998959,2016-02-02,84060,40.652346,-111.501928,<= $20,retired,"Homeowners, Families",14.1841041913,10.8482079541,-1394258.11751,349.0,2.30258509299
13171056,2016-02-15,05661,44.532336,-72.620258,<= $20,Not Listed,"White, Middle income Single Family",10.7149287493,10.0160074131,-22641.1103485,6708.0,2.30258509299
15214306,2015-06-10,23966,37.300262,-78.259116,<= $1000,Not Listed,"Low Income, African American",8.83491938522,9.29426362819,4005.45428252,17381.0,5.29831736655
15686194,2016-08-16,91945,32.733168,-117.034176,<= $100,Not Listed,"Homeowners, Families",9.98220630725,10.8606378076,30447.2879883,22286.0,4.60517018599
6412264,2016-02-05,32080,29.818745,-81.27286,<= $20,Not Listed,"White, Middle income Single Family",13.3225837897,12.0496864535,-439790.231202,1028.0,2.30258509299
4904099,2016-04-18,55410,44.911823,-93.319643,<= $1000,legal,"Suburban, White, Wealthy",13.4130952943,13.3087253884,-66273.823321,4046.0,5.52146091786
8559835,2015-03-20,21209,39.373191,-76.670003,<= $100,Not Listed,"Families, Low Density",14.1278803649,12.2372844578,-1160319.19834,417.0,3.55534806149
9611098,2016-06-20,70809,30.394045,-91.070972,<= $1000,Not Listed,"Families, Low Density",13.8204314306,11.6069442194,-895074.965105,554.0,5.52146091786
1801865,2016-07-29,90265,34.066117,-118.846342,<= $20,Not Listed,"Homeowners, Families",15.856399923,12.9436856133,-7279264.31691,68.0,2.7080502011
8555373,2015-07-31,75022,33.03489,-97.124906,<= $100,business,"Suburban, White, Wealthy",13.7956159664,11.2729539128,-901636.976074,549.0,4.5538768916
1003701,2015-08-07,20004,38.894885,-77.028638,<= $20,Not Listed,Wealthy Urbanites (Renters),15.3556594836,11.9047056937,-4517323.75006,108.0,2.94443897917
4217912,2016-06-23,60061,42.234909,-87.959135,<= $20,Not Listed,"Suburban, White, Wealthy",12.0650907093,12.9070391791,229439.001591,24109.0,1.60943791243
12932763,2016-05-21,72116,34.800258,-92.245317,<= $100,Not Listed,"Families, Low Density",12.0189415414,11.5443591531,-62673.7056126,4155.0,3.91202300543
8858820,2015-09-01,93277,36.301334,-119.372586,<= $100,Not Listed,"Young Kids, Multi-racial, Low Density",12.0198514952,11.5994577946,-56979.3381007,4385.0,4.60517018599
515566,2016-07-27,98040,47.567779,-122.232795,<= $100,retired,"Homeowners, Families",14.4845520162,14.0242268517,-720269.604222,684.0,3.68887945411
14235540,2015-09-04,31093,32.647873,-83.657206,<= $100,Not Listed,"Low Income, African American",10.0592940037,10.3635497898,8311.45153001,19263.0,3.91202300543
11499433,2015-11-05,97070,45.306108,-122.773066,<= $1000,retired,"Families, Low Density",12.8532910642,11.7977703099,-249088.427519,1653.0,6.21460809842
1128119,2016-05-14,19047,40.180089,-74.911873,<= $100,Not Listed,"Suburban, White, Wealthy",12.3682637713,12.2612221417,-23877.2849528,6565.0,4.60517018599
708302,2015-05-06,21401,38.98775,-76.5528,<= $1000,legal,"Families, Low Density",13.920026417,12.5048343128,-840535.346435,593.0,6.90775527898
2164783,2015-11-01,22207,38.906665,-77.124238,<= $100,Not Listed,"Homeowners, Families",16.387039912,14.2132181659,-11597413.2327,36.0,4.60517018599
3350715,2016-03-26,01720,42.483953,-71.438495,<= $100,technology,"Suburban, White, Wealthy",12.7565237082,12.2681522061,-133997.600482,2645.0,3.21887582487
9707896,2015-05-01,45014,39.325714,-84.55239,<= $20,creative,"White, Middle income Single Family",12.4294641661,11.2610913498,-172324.631815,2186.0,2.48490664979
4368609,2016-04-07,19380,39.987186,-75.603156,<= $100,Not Listed,"Suburban, White, Wealthy",13.0708932253,12.9668035085,-46948.084288,4832.0,3.55534806149
13176030,2015-12-15,38478,35.232881,-87.005872,<= $100,retired,"White, Middle income Single Family",10.5695718135,9.61409772262,-23957.5945011,6556.0,3.91202300543
6767666,2016-01-14,92672,33.42411,-117.606775,<= $20,Not Listed,"Homeowners, Families",13.5296667948,13.0542342418,-284310.082459,1479.0,2.30258509299
12728308,2016-08-08,91901,32.808563,-116.710076,<= $100,Not Listed,"Suburban, White, Wealthy",11.2320733485,12.1852930963,120372.971594,23862.0,4.31748811354
11072547,2015-05-15,30041,34.204626,-84.100357,<= $100,Not Listed,"Suburban, White, Wealthy",13.4336496655,12.4327808336,-431697.250597,1047.0,3.91202300543
7556298,2016-07-15,27615,35.8985,-78.635485,<= $100,creative,"Families, Low Density",13.1263793028,13.1235219316,-1432.3871922,11922.0,3.40119738166
3258889,2015-10-02,85750,32.300129,-110.835996,<= $100,finance,"Homeowners, Families",13.735666164,13.7069527926,-26132.9295362,6334.0,4.60517018599
2293442,2016-05-20,97202,45.482541,-122.643935,<= $100,Not Listed,"Families, Low Density",14.0174549873,12.6356067218,-916471.710867,539.0,3.91202300543
16309657,2016-08-02,34748,28.768405,-81.882911,<= $100,retired,"Families, Low Density",11.5233113445,11.0297605537,-39361.1906937,5256.0,4.60517018599
7290196,2015-08-04,01982,42.626223,-70.85723,<= $1000,retired,"Suburban, White, Wealthy",12.2532662979,9.54794150221,-195649.186565,1993.0,6.21460809842
12740566,2015-06-21,41018,39.014901,-84.602186,<= $100,Not Listed,"White, Middle income Single Family",12.8617619582,11.5842013779,-277906.251828,1511.0,3.66356164613
6748182,2016-06-30,46077,39.984562,-86.282625,<= $100,Not Listed,"Suburban, White, Wealthy",14.8066044489,13.6197138467,-1872000.6425,257.0,3.295836866
3022421,2016-07-06,11238,40.679171,-73.963804,<= $20,Not Listed,Wealthy Urbanites (Renters),13.7585147191,12.0572058408,-772261.224103,650.0,1.60943791243
12414407,2016-04-20,94133,37.804531,-122.410852,<= $100,Not Listed,Wealthy Urbanites (Renters),14.2315588,13.2441252891,-951216.423709,515.0,3.295836866
3402349,2015-12-20,98027,47.493732,-121.998724,<= $100,Not Listed,"Homeowners, Families",12.8419799383,13.6482013612,468191.009628,24206.0,4.60517018599
14713427,2016-07-13,37211,36.067234,-86.723711,<= $100,Not Listed,"Families, Low Density",12.4410261836,11.650217952,-138253.637001,2595.0,3.91202300543
3543788,2015-09-04,30328,33.932538,-84.385947,<= $100,business,"Families, Low Density",15.036762809,13.5848539673,-2597419.9096,194.0,3.95124371858
14830521,2016-08-09,27603,35.664418,-78.652751,<= $20,retired,"Families, Low Density",12.8143262051,11.9932870789,-205778.109712,1912.0,2.30258509299
14421692,2016-04-06,61802,40.131498,-88.15677,<= $20,Not Listed,"Families, Low Density",11.6892708667,12.1002854124,60638.2072465,23317.0,1.09861228867
8240213,2015-09-21,96815,21.273462,-157.822444,<= $100,Not Listed,Wealthy Urbanites (Renters),13.6271886349,12.2738424906,-614324.202616,775.0,4.60517018599
13536948,2016-03-11,63123,38.547432,-90.328109,<= $100,Not Listed,"White, Middle income Single Family",12.3875521813,11.3787302503,-152356.065151,2401.0,4.60517018599
14628732,2015-09-14,37073,36.432426,-86.81663,<= $100,Not Listed,"White, Middle income Single Family",11.3964702973,10.6129482911,-48349.1059726,4772.0,3.13549421593
10934067,2015-12-30,95112,37.344482,-121.883535,<= $100,medical,Wealthy Urbanites (Renters),12.8296848434,12.1972469784,-174888.367048,2161.0,3.91202300543
4811259,2015-12-30,19001,40.125912,-75.125442,<= $100,Not Listed,"Suburban, White, Wealthy",10.9455471262,11.5693591204,49104.6416147,23082.0,3.21887582487
5852499,2015-01-30,98104,47.601884,-122.329459,<= $1000,Not Listed,Wealthy Urbanites (Renters),13.6682510792,10.9078769734,-808465.205275,620.0,5.0106352941
5421898,2015-12-29,97701,44.112338,-121.20634,<= $100,Not Listed,"White, Middle income Single Family",12.8862460292,12.1744278371,-201073.870285,1941.0,3.91202300543
8814921,2016-03-23,47906,40.479649,-86.989218,<= $20,Not Listed,"Families, Low Density",13.5867914923,12.5680198593,-508327.373515,913.0,1.09861228867
2235965,2015-05-31,98144,47.585627,-122.29196,<= $100,retired,"Families, Low Density",13.5044711477,12.6275465775,-427843.70452,1055.0,4.60517018599
16188361,2015-08-25,34731,28.864109,-81.898631,<= $1000,Not Listed,"White, Middle income Single Family",11.1080801647,11.0149377306,-5932.76106719,9853.0,5.15905529921
9501809,2015-10-18,87120,35.140539,-106.760969,<= $20,retired,"Young Kids, Multi-racial, Low Density",12.5965425521,12.1384101495,-108619.831311,3029.0,2.30258509299
2748349,2016-09-30,60611,41.8957,-87.613775,<= $100,creative,Wealthy Urbanites (Renters),16.9772299125,13.9473370542,-22470246.6501,12.0,3.63758615973
16283284,2016-04-08,81503,39.029808,-108.434076,<= $100,Not Listed,"White, Middle income Single Family",10.5582836417,10.860036515,13558.9789022,20537.0,3.21887582487
657581,2015-10-02,55110,45.089912,-93.005988,<= $100,Not Listed,"White, Middle income Single Family",13.8273136269,11.3245432507,-929043.194064,530.0,3.55534806149
6013445,2016-05-24,98221,48.505025,-122.659285,<= $100,Not Listed,"Suburban, White, Wealthy",12.9599056225,12.027602732,-257716.154944,1608.0,3.21887582487
15462017,2016-06-21,85027,33.679761,-112.092529,<= $20,retired,"Families, Low Density",11.1159194774,10.9514641217,-10195.5059067,8686.0,1.60943791243
4639584,2016-03-26,04107,43.587173,-70.236476,<= $100,medical,"Suburban, White, Wealthy",12.7782181788,11.6378290081,-241109.084166,1703.0,3.21887582487
3802610,2016-06-22,14610,43.142359,-77.545372,<= $100,Not Listed,"Families, Low Density",12.7109999081,12.1674463991,-138950.953185,2586.0,3.91202300543
15156052,2016-04-23,27021,36.319389,-80.338592,<= $100,retired,"White, Middle income Single Family",10.8307973509,9.83921975533,-31798.9232392,5800.0,4.31748811354
10234731,2016-05-09,29212,34.076232,-81.198752,<= $1000,retired,"White, Middle income Single Family",12.2271881361,11.8895959841,-58525.5963042,4314.0,5.52146091786
1850213,2016-03-30,22041,38.849321,-77.141472,<= $5000,business,Wealthy Urbanites (Renters),13.3548424171,13.0420250021,-169459.980268,2216.0,7.86326672401
4252698,2015-12-28,53066,43.112853,-88.490036,<= $100,Not Listed,"Suburban, White, Wealthy",14.2916229904,12.5478281419,-1328320.77258,365.0,3.21887582487
13048729,2015-09-30,58730,48.864883,-103.316671,<= $100,Not Listed,"White, Middle income Single Family",8.40335237499,7.73538372595,-2174.11354274,11502.0,3.49650756147
15763939,2015-10-11,21085,39.445883,-76.357007,<= $1000,Not Listed,"White, Middle income Single Family",12.1937166233,10.512162247,-160784.122392,2318.0,6.90775527898
4205599,2015-06-21,60640,41.972872,-87.662604,<= $100,medical,Wealthy Urbanites (Renters),13.8004801654,12.6556478668,-671552.771736,717.0,4.60517018599
3886066,2016-09-08,95650,38.809175,-121.171375,<= $100,Not Listed,"Suburban, White, Wealthy",11.7381787891,10.9883527573,-66083.1814569,4056.0,3.58351893846
6891527,2015-05-15,80111,39.613005,-104.877957,<= $100,Not Listed,"Suburban, White, Wealthy",15.0253141303,12.6892495118,-3028582.67635,173.0,3.7135720667
1885726,2016-03-27,20852,39.051991,-77.121931,<= $100,Not Listed,Wealthy Urbanites (Renters),14.1742613458,13.5152975348,-690879.573971,699.0,3.295836866
5494421,2015-10-21,10036,40.75926,-73.98986,<= $100,creative,Wealthy Urbanites (Renters),16.1325307616,13.1839687484,-9613626.72144,46.0,4.60517018599
12309255,2015-05-15,37357,35.585288,-85.91734,<= $5000,retired,"White, Middle income Single Family",10.6039082171,8.64227919581,-34625.770435,5584.0,7.90100705199
5045479,2016-03-31,30305,33.835696,-84.389116,<= $1000,Not Listed,"Homeowners, Families",15.3750108882,13.1092021892,-4262981.47925,113.0,5.45103845357
10652976,2015-11-05,76082,32.970044,-97.733748,<= $100,Not Listed,"White, Middle income Single Family",10.8159308927,9.32576250636,-38584.5288111,5298.0,4.15888308336
2942722,2015-11-10,85255,33.668187,-111.822523,<= $5000,retired,"Homeowners, Families",14.6650976532,13.6180526683,-1517866.29532,318.0,7.60090245954
15762736,2015-10-09,37801,35.66392,-84.094594,<= $20,Not Listed,"White, Middle income Single Family",11.3100256201,10.2238447933,-54083.603633,4514.0,2.30258509299
15288513,2015-10-16,49079,42.240155,-85.908075,<= $100,Not Listed,"White, Middle income Single Family",10.7663353127,10.4797222116,-11811.4793542,8350.0,3.21887582487
13685984,2016-02-11,88101,34.499384,-103.275272,<= $1000,Not Listed,"Young Kids, Multi-racial, Low Density",11.7188333316,11.0218549418,-61666.9085624,4196.0,6.21460809842
1216837,2015-07-21,22102,38.95095,-77.229544,<= $1000,Not Listed,"Homeowners, Families",15.6080344017,12.7594310326,-5656771.25243,86.0,6.90775527898
8192572,2015-09-30,43054,40.083073,-82.798908,<= $1000,Not Listed,"Suburban, White, Wealthy",15.9664506792,12.5366232129,-8314586.16781,58.0,6.03068526026
4332397,2016-05-26,19373,39.901133,-75.533485,<= $20,Not Listed,"Suburban, White, Wealthy",11.1237273293,12.2390138484,138937.954241,23934.0,0.0
5203306,2015-12-17,28601,35.772393,-81.326659,<= $20,Not Listed,"Low Income, African American",14.2109657334,11.830372887,-1347698.29791,361.0,2.30258509299
